REGION_ADM_QC_TXT,ANNEE_MOIS,SECTEUR,Total (kWh)
Laval,2023-12-01,INSTITUTIONNEL,24083401.4
Laval,2024-01-01,AGRICOLE,1045722.0
Laval,2024-01-01,COMMERCIAL,137973809.8
Laval,2024-01-01,INDUSTRIEL,31968427.674193546
Laval,2024-01-01,INSTITUTIONNEL,26029703.3
Laval,2024-02-01,INSTITUTIONNEL,24007918.0
Laval,2024-02-01,RÉSIDENTIEL,395337183.0
Laval,2024-03-01,COMMERCIAL,118131115.5
Laval,2024-03-01,INDUSTRIEL,31252518.41724138
Laval,2024-05-01,INDUSTRIEL,30950252.377419353
Laval,2024-06-01,INDUSTRIEL,29579559.372580647
Laval,2024-07-01,RÉSIDENTIEL,206577961.0
Laval,2024-08-01,INSTITUTIONNEL,19188993.7
Laval,2024-08-01,RÉSIDENTIEL,195428082.0
Laval,2024-09-01,AGRICOLE,817252.0
Laval,2024-10-01,INDUSTRIEL,30202179.7
Laval,2024-10-01,RÉSIDENTIEL,189354808.0
Laval,2024-11-01,COMMERCIAL,108382681.6
Mauricie,2016-01-01,INDUSTRIEL,211912570.83050597
Mauricie,2016-01-01,INSTITUTIONNEL,25543280.0
Mauricie,2016-01-01,RÉSIDENTIEL,326336503.0
Mauricie,2016-02-01,INSTITUTIONNEL,24101459.0
Mauricie,2016-03-01,AGRICOLE,7336251.0
Mauricie,2016-03-01,COMMERCIAL,78424920.8
Mauricie,2016-03-01,INDUSTRIEL,212280152.9110468
Mauricie,2016-04-01,COMMERCIAL,68926546.4
Mauricie,2016-04-01,INDUSTRIEL,201001392.40356627
Mauricie,2016-04-01,INSTITUTIONNEL,21365178.0
Mauricie,2016-05-01,INSTITUTIONNEL,18505912.0
Mauricie,2016-05-01,RÉSIDENTIEL,134613780.0
Mauricie,2016-06-01,COMMERCIAL,61973333.0
Mauricie,2016-06-01,RÉSIDENTIEL,113802977.0
Mauricie,2016-07-01,COMMERCIAL,64609452.4
Mauricie,2016-07-01,INSTITUTIONNEL,16904969.0
Mauricie,2016-08-01,COMMERCIAL,66244527.0
Mauricie,2016-09-01,AGRICOLE,5369082.0
Mauricie,2016-10-01,COMMERCIAL,62546964.4
Mauricie,2016-10-01,INDUSTRIEL,205430401.9244163
Mauricie,2016-10-01,INSTITUTIONNEL,20307860.0
Mauricie,2016-11-01,AGRICOLE,7892434.0
Mauricie,2016-11-01,COMMERCIAL,67729715.6
Mauricie,2016-12-01,AGRICOLE,8799865.0
Mauricie,2016-12-01,INSTITUTIONNEL,25010535.0
Mauricie,2016-12-01,RÉSIDENTIEL,303698174.0
Mauricie,2017-01-01,COMMERCIAL,84475660.8
Mauricie,2017-03-01,AGRICOLE,7644970.0
Mauricie,2017-04-01,AGRICOLE,6218162.0
Mauricie,2017-04-01,COMMERCIAL,64448758.0
Mauricie,2017-04-01,INDUSTRIEL,154954577.6346159
Mauricie,2017-06-01,COMMERCIAL,61196073.0
Mauricie,2017-06-01,INDUSTRIEL,162472050.5941782
Mauricie,2017-06-01,RÉSIDENTIEL,114262801.0
Mauricie,2017-07-01,COMMERCIAL,63402311.4
Mauricie,2017-08-01,INDUSTRIEL,166968484.94531673
Mauricie,2017-08-01,INSTITUTIONNEL,17850744.0
Mauricie,2017-10-01,COMMERCIAL,60916815.6
Mauricie,2017-11-01,INDUSTRIEL,172949145.40444684
Mauricie,2017-12-01,RÉSIDENTIEL,344457684.0
Mauricie,2018-01-01,AGRICOLE,9912542.0
Mauricie,2018-01-01,COMMERCIAL,95035070.6
Mauricie,2018-01-01,INDUSTRIEL,182366376.99623916
Mauricie,2018-02-01,INDUSTRIEL,163531529.50800595
Mauricie,2018-03-01,COMMERCIAL,78181384.6
Mauricie,2018-03-01,RÉSIDENTIEL,250492208.0
Mauricie,2018-04-01,RÉSIDENTIEL,210653014.0
Mauricie,2018-05-01,RÉSIDENTIEL,130130886.0
Mauricie,2018-06-01,COMMERCIAL,62233147.0
Mauricie,2018-06-01,INSTITUTIONNEL,17298474.0
Mauricie,2018-06-01,RÉSIDENTIEL,114043547.0
Mauricie,2018-07-01,COMMERCIAL,68817476.8
Mauricie,2018-07-01,INSTITUTIONNEL,18003361.0
Mauricie,2018-08-01,INSTITUTIONNEL,18604201.0
Mauricie,2018-10-01,COMMERCIAL,67759756.0
Mauricie,2018-10-01,INSTITUTIONNEL,20974657.0
Mauricie,2018-10-01,RÉSIDENTIEL,175149478.0
Mauricie,2018-11-01,INDUSTRIEL,172751692.9898578
Mauricie,2019-01-01,RÉSIDENTIEL,367189807.0
Mauricie,2019-02-01,INDUSTRIEL,173691346.75200146
Mauricie,2019-03-01,COMMERCIAL,82584300.6
Mauricie,2019-04-01,AGRICOLE,6732164.0
Mauricie,2019-04-01,RÉSIDENTIEL,209435375.0
Mauricie,2019-05-01,AGRICOLE,5576758.0
Mauricie,2019-06-01,AGRICOLE,4903529.0
Mauricie,2019-06-01,INDUSTRIEL,178586001.66358227
Mauricie,2019-06-01,INSTITUTIONNEL,17388018.0
Mauricie,2019-06-01,RÉSIDENTIEL,117058172.0
Mauricie,2019-07-01,COMMERCIAL,68843618.2
Mauricie,2019-07-01,INDUSTRIEL,186996554.01531655
Mauricie,2019-07-01,INSTITUTIONNEL,18293606.0
Mauricie,2019-08-01,INDUSTRIEL,184213901.56692684
Mauricie,2019-09-01,INSTITUTIONNEL,18809206.0
Mauricie,2019-10-01,AGRICOLE,6315921.0
Mauricie,2019-10-01,RÉSIDENTIEL,151153865.0
Mauricie,2019-11-01,COMMERCIAL,76884762.2
Mauricie,2019-11-01,RÉSIDENTIEL,247779290.0
Mauricie,2019-12-01,RÉSIDENTIEL,313770967.0
Mauricie,2020-01-01,COMMERCIAL,89265209.8
Mauricie,2020-02-01,AGRICOLE,8958528.0
Mauricie,2020-02-01,INDUSTRIEL,183406260.27996635
Mauricie,2020-02-01,RÉSIDENTIEL,299243544.0
Mauricie,2020-03-01,AGRICOLE,8202490.0
Mauricie,2020-03-01,COMMERCIAL,76736597.8
Mauricie,2020-05-01,AGRICOLE,5290564.0
Mauricie,2020-05-01,COMMERCIAL,56411794.2
Mauricie,2020-05-01,INDUSTRIEL,155025005.06578806
Mauricie,2020-05-01,INSTITUTIONNEL,17869624.0
Mauricie,2020-06-01,INDUSTRIEL,151855348.7226488
Mauricie,2020-06-01,INSTITUTIONNEL,16899191.0
Mauricie,2020-07-01,COMMERCIAL,66653505.4
Mauricie,2020-07-01,RÉSIDENTIEL,134276104.0
Mauricie,2020-08-01,COMMERCIAL,63907066.8
Mauricie,2020-09-01,INDUSTRIEL,169828025.5725
Mauricie,2020-09-01,INSTITUTIONNEL,17826206.0
Mauricie,2020-10-01,INDUSTRIEL,182275929.60947388
Mauricie,2020-11-01,INDUSTRIEL,171230813.18246928
Mauricie,2020-12-01,INDUSTRIEL,187566076.4191731
Mauricie,2021-02-01,COMMERCIAL,79793119.6
Mauricie,2021-02-01,INDUSTRIEL,169463013.50437564
Mauricie,2021-04-01,RÉSIDENTIEL,171924996.0
Mauricie,2021-05-01,AGRICOLE,5291325.0
Mauricie,2021-05-01,INSTITUTIONNEL,18346461.0
Mauricie,2021-06-01,AGRICOLE,5440255.0
Mauricie,2021-07-01,AGRICOLE,5640306.0
Mauricie,2021-07-01,INDUSTRIEL,175566562.74098307
Mauricie,2021-07-01,INSTITUTIONNEL,17869169.0
Mauricie,2021-08-01,COMMERCIAL,70318274.8
Mauricie,2021-09-01,INSTITUTIONNEL,18399962.0
Mauricie,2021-10-01,COMMERCIAL,62625944.2
Mauricie,2021-10-01,INSTITUTIONNEL,20011468.0
Mauricie,2021-10-01,RÉSIDENTIEL,137823270.0
Mauricie,2021-11-01,INDUSTRIEL,173081873.1677669
Mauricie,2021-11-01,RÉSIDENTIEL,220160377.0
Mauricie,2021-12-01,AGRICOLE,9893815.0
Mauricie,2021-12-01,COMMERCIAL,87876031.2
Mauricie,2021-12-01,INDUSTRIEL,182397092.7442523
Mauricie,2021-12-01,INSTITUTIONNEL,25749236.0
Mauricie,2022-01-01,AGRICOLE,10910210.0
Mauricie,2022-01-01,INDUSTRIEL,185788578.15650117
Mauricie,2022-01-01,RÉSIDENTIEL,412451272.0
Mauricie,2022-02-01,AGRICOLE,9460542.0
Mauricie,2022-02-01,COMMERCIAL,87332183.0
Mauricie,2022-03-01,INDUSTRIEL,184151260.68955612
Mauricie,2022-03-01,RÉSIDENTIEL,284190414.0
Mauricie,2022-04-01,COMMERCIAL,68040329.2
Mauricie,2022-05-01,AGRICOLE,5368019.0
Mauricie,2022-05-01,INSTITUTIONNEL,18786225.0
Mauricie,2022-06-01,COMMERCIAL,62768864.0
Mauricie,2022-06-01,INDUSTRIEL,172181243.19119817
Mauricie,2022-06-01,INSTITUTIONNEL,17480725.0
Mauricie,2022-07-01,INDUSTRIEL,179728465.21954685
Mauricie,2022-07-01,RÉSIDENTIEL,131847689.0
Mauricie,2022-08-01,COMMERCIAL,67414639.0
Mauricie,2022-09-01,COMMERCIAL,62525163.6
Mauricie,2022-09-01,INDUSTRIEL,166230909.80548388
Mauricie,2022-11-01,AGRICOLE,8832272.0
Mauricie,2022-11-01,COMMERCIAL,73846832.4
Mauricie,2022-11-01,INSTITUTIONNEL,22978745.0
Mauricie,2022-11-01,RÉSIDENTIEL,216920371.0
Mauricie,2022-12-01,AGRICOLE,9321877.0
Mauricie,2022-12-01,COMMERCIAL,85374110.1
Mauricie,2023-01-01,INDUSTRIEL,181979859.0248896
Mauricie,2023-02-01,INDUSTRIEL,173854232.05639225
Mauricie,2023-03-01,COMMERCIAL,82763593.2
Mauricie,2023-03-01,INSTITUTIONNEL,24713694.0
Mauricie,2023-04-01,COMMERCIAL,68096425.4
Mauricie,2023-05-01,RÉSIDENTIEL,143554936.0
Mauricie,2023-06-01,AGRICOLE,5332098.0
Mauricie,2023-06-01,COMMERCIAL,63624179.8
Mauricie,2023-06-01,INSTITUTIONNEL,17838494.0
Mauricie,2023-08-01,INDUSTRIEL,168291983.32384792
Mauricie,2023-08-01,RÉSIDENTIEL,127082990.0
Mauricie,2023-09-01,INSTITUTIONNEL,18999313.0
Mauricie,2023-10-01,INDUSTRIEL,170193581.67598504
Mauricie,2023-10-01,INSTITUTIONNEL,20105398.0
Mauricie,2023-12-01,AGRICOLE,9472282.0
Mauricie,2024-01-01,COMMERCIAL,94996039.1
Mauricie,2024-01-01,RÉSIDENTIEL,347604340.0
Mauricie,2024-02-01,COMMERCIAL,85521740.1
Mauricie,2024-03-01,AGRICOLE,8203416.0
Mauricie,2024-03-01,INSTITUTIONNEL,24007453.0
Mauricie,2024-03-01,RÉSIDENTIEL,252072625.0
Mauricie,2024-04-01,AGRICOLE,6283335.0
Mauricie,2024-04-01,INSTITUTIONNEL,20899026.0
Mauricie,2024-06-01,INSTITUTIONNEL,18135440.0
Mauricie,2024-07-01,INDUSTRIEL,172341167.4885118
Mauricie,2024-08-01,INSTITUTIONNEL,19415429.0
Mauricie,2024-10-01,AGRICOLE,7747068.0
Mauricie,2024-12-01,COMMERCIAL,93259003.2
Montréal,2016-02-01,INDUSTRIEL,330997118.48412335
Montréal,2016-02-01,INSTITUTIONNEL,263878104.921802
Montréal,2016-04-01,COMMERCIAL,803318862.0157574
Montréal,2016-04-01,RÉSIDENTIEL,1097914608.0
Montréal,2016-05-01,COMMERCIAL,776048592.4777907
Montréal,2016-09-01,COMMERCIAL,769925826.284516
Montréal,2016-10-01,AGRICOLE,601708.0
Montréal,2016-10-01,INDUSTRIEL,309387478.3451224
Montréal,2016-10-01,INSTITUTIONNEL,224467573.8
Montréal,2016-11-01,COMMERCIAL,811880285.0548388
Montréal,2016-12-01,COMMERCIAL,954477713.0225806
Montréal,2017-01-01,INDUSTRIEL,342553000.9917128
Montréal,2017-01-01,INSTITUTIONNEL,271012991.1
Montréal,2017-03-01,COMMERCIAL,963249289.1285716
Montréal,2017-03-01,INDUSTRIEL,353180521.0243547
Montréal,2017-04-01,INSTITUTIONNEL,227366846.29999998
Montréal,2017-04-01,RÉSIDENTIEL,978654057.0
Montréal,2017-06-01,INSTITUTIONNEL,209476608.4
Montréal,2017-07-01,COMMERCIAL,807572247.0763443
Montréal,2017-08-01,COMMERCIAL,816882225.6741936
Montréal,2017-10-01,COMMERCIAL,760818873.6831919
Montréal,2017-10-01,INDUSTRIEL,316492019.60255045
Montréal,2017-11-01,COMMERCIAL,853033517.0168082
Montréal,2017-12-01,COMMERCIAL,1018204116.4763619
Montréal,2017-12-01,INSTITUTIONNEL,269265030.79999995
Montréal,2018-01-01,COMMERCIAL,1071476178.8847699
Montréal,2018-01-01,INDUSTRIEL,352783659.841743
Montréal,2018-01-01,INSTITUTIONNEL,284124807.3
Montréal,2018-03-01,AGRICOLE,727980.0
Montréal,2018-04-01,COMMERCIAL,830777507.6000001
Montréal,2018-04-01,RÉSIDENTIEL,1182973751.0
Montréal,2018-05-01,INDUSTRIEL,325015554.7091304
Montréal,2018-05-01,RÉSIDENTIEL,654631102.0
Montréal,2018-06-01,COMMERCIAL,791488285.96738
Montréal,2018-06-01,RÉSIDENTIEL,611996522.0
Montréal,2018-07-01,COMMERCIAL,890191310.3107526
Montréal,2018-07-01,RÉSIDENTIEL,720760038.0
Montréal,2018-08-01,INDUSTRIEL,348803372.29653555
Montréal,2018-09-01,AGRICOLE,509207.0
Montréal,2018-09-01,INSTITUTIONNEL,209249232.43243244
Montréal,2018-10-01,INDUSTRIEL,326853074.63028574
Montréal,2018-10-01,RÉSIDENTIEL,956681022.0
Montréal,2018-11-01,AGRICOLE,789920.0
Montréal,2018-12-01,AGRICOLE,896433.0
Montréal,2018-12-01,INSTITUTIONNEL,263467744.5
Montréal,2018-12-01,RÉSIDENTIEL,1865688187.0
Montréal,2019-01-01,INSTITUTIONNEL,284588749.5
Montréal,2019-01-01,RÉSIDENTIEL,2235478578.0
Montréal,2019-02-01,AGRICOLE,843795.0
Montréal,2019-02-01,RÉSIDENTIEL,1880042095.0
Montréal,2019-03-01,AGRICOLE,782367.0
Montréal,2019-03-01,INDUSTRIEL,338478580.4431524
Montréal,2019-03-01,INSTITUTIONNEL,261539262.99999997
Montréal,2019-04-01,AGRICOLE,609758.0
Montréal,2019-04-01,RÉSIDENTIEL,1115809454.0
Montréal,2019-05-01,AGRICOLE,517469.0
Montréal,2019-05-01,COMMERCIAL,785309671.9795699
Montréal,2019-05-01,INDUSTRIEL,316732680.1252462
Montréal,2019-05-01,INSTITUTIONNEL,215430765.79999998
Montréal,2019-06-01,AGRICOLE,498080.0
Montréal,2019-06-01,INSTITUTIONNEL,200470931.1
Montréal,2019-06-01,RÉSIDENTIEL,609267725.0
Montréal,2019-07-01,AGRICOLE,599476.0
Montréal,2019-07-01,INDUSTRIEL,341265794.2582565
Montréal,2019-07-01,INSTITUTIONNEL,212846157.9
Montréal,2019-07-01,RÉSIDENTIEL,704629494.0
Montréal,2019-08-01,COMMERCIAL,843774667.0290322
Montréal,2019-08-01,INSTITUTIONNEL,208499971.3
Montréal,2019-10-01,COMMERCIAL,788092069.8107526
Montréal,2019-10-01,INDUSTRIEL,315308640.1338625
Montréal,2019-10-01,RÉSIDENTIEL,788082744.0
Montréal,2019-11-01,RÉSIDENTIEL,1458157363.0
Montréal,2019-12-01,COMMERCIAL,995259939.9741935
Montréal,2019-12-01,INSTITUTIONNEL,260243787.4
Montréal,2020-01-01,COMMERCIAL,1028459365.9064517
Montréal,2020-01-01,INSTITUTIONNEL,266653972.9
Montréal,2020-02-01,COMMERCIAL,965146144.6228031
Montréal,2020-02-01,INDUSTRIEL,325388894.23827136
Montréal,2020-02-01,RÉSIDENTIEL,1747184928.0
Montréal,2020-03-01,COMMERCIAL,884639146.5965519
Montréal,2020-03-01,RÉSIDENTIEL,1478403142.0
Montréal,2020-04-01,INDUSTRIEL,271400334.9948498
Montréal,2020-05-01,COMMERCIAL,701532019.3451612
Montréal,2020-06-01,AGRICOLE,736473.0
Montréal,2020-06-01,RÉSIDENTIEL,694759422.0
Montréal,2020-08-01,INDUSTRIEL,323552860.93360794
Montréal,2020-09-01,AGRICOLE,718803.0
Montréal,2020-10-01,INSTITUTIONNEL,201743843.3
Montréal,2020-11-01,INDUSTRIEL,319187069.5770794
Montréal,2020-12-01,COMMERCIAL,923600452.7903227
Montréal,2020-12-01,INSTITUTIONNEL,243653509.89999998
Montréal,2020-12-01,RÉSIDENTIEL,1723061104.0
Montréal,2021-01-01,COMMERCIAL,960430365.1580646
Montréal,2021-01-01,INSTITUTIONNEL,251269659.20000002
Montréal,2021-02-01,AGRICOLE,1122894.0
Montréal,2021-03-01,AGRICOLE,1144312.0
Montréal,2021-04-01,AGRICOLE,1014758.0
Montréal,2021-04-01,COMMERCIAL,739016713.0333333
Montréal,2021-05-01,INDUSTRIEL,313222424.7798729
Montréal,2021-06-01,COMMERCIAL,780907002.5422428
Montréal,2021-06-01,INDUSTRIEL,322025891.61939555
Montréal,2021-07-01,COMMERCIAL,802463263.9817204
Montréal,2021-07-01,INSTITUTIONNEL,192164892.79999998
Montréal,2021-10-01,AGRICOLE,1134398.0
Montréal,2021-10-01,INDUSTRIEL,307506630.6077336
Montréal,2021-10-01,INSTITUTIONNEL,195254041.49999997
Montréal,2021-10-01,RÉSIDENTIEL,725258036.0
Montréal,2021-11-01,AGRICOLE,1236268.0
Montréal,2021-11-01,RÉSIDENTIEL,1218521541.0
Montréal,2021-12-01,AGRICOLE,1461645.0
Montréal,2022-01-01,AGRICOLE,1571200.0
Montréal,2022-01-01,INDUSTRIEL,345951501.6619202
Montréal,2022-01-01,INSTITUTIONNEL,274144133.59999996
Montréal,2022-01-01,RÉSIDENTIEL,2393114600.0
Montréal,2022-02-01,AGRICOLE,1370349.0
Montréal,2022-02-01,INDUSTRIEL,316964472.37750053
Montréal,2022-02-01,RÉSIDENTIEL,1885998786.0
Montréal,2022-03-01,AGRICOLE,1352577.0
Montréal,2022-03-01,COMMERCIAL,945351838.5428574
Montréal,2022-03-01,INDUSTRIEL,337652823.6008597
Montréal,2022-04-01,COMMERCIAL,792754566.0333334
Montréal,2022-05-01,COMMERCIAL,780338681.2698925
Montréal,2022-05-01,INSTITUTIONNEL,195396162.7
Montréal,2022-06-01,AGRICOLE,1193207.0
Montréal,2022-06-01,COMMERCIAL,767084332.4967742
Montréal,2022-06-01,INSTITUTIONNEL,189742140.20000002
Montréal,2022-07-01,AGRICOLE,1253737.0
Montréal,2022-08-01,COMMERCIAL,834278625.7064517
Montréal,2022-08-01,INSTITUTIONNEL,202104896.1
Montréal,2022-09-01,COMMERCIAL,745996755.5155914
Montréal,2022-11-01,COMMERCIAL,828359647.4451612
Montréal,2022-11-01,INDUSTRIEL,320286531.0943881
Montréal,2022-12-01,AGRICOLE,1359382.0
Montréal,2023-01-01,COMMERCIAL,989351438.0000001
Montréal,2023-02-01,INSTITUTIONNEL,241774763.49999997
Montréal,2023-02-01,RÉSIDENTIEL,1798517812.0
Montréal,2023-03-01,COMMERCIAL,931640735.2214285
Montréal,2023-04-01,AGRICOLE,1100222.0
Montréal,2023-04-01,RÉSIDENTIEL,964547126.0
Montréal,2023-06-01,AGRICOLE,1176574.0
Montréal,2023-06-01,INSTITUTIONNEL,187955921.29999998
Montréal,2023-06-01,RÉSIDENTIEL,638052468.0
Montréal,2023-07-01,AGRICOLE,1360943.0
Montréal,2023-07-01,INSTITUTIONNEL,201693864.5
Montréal,2023-09-01,COMMERCIAL,763742097.2623655
Montréal,2023-10-01,COMMERCIAL,766345270.9892472
Montréal,2023-10-01,INDUSTRIEL,295358775.7489839
Montréal,2023-12-01,COMMERCIAL,932762774.6258065
Montréal,2023-12-01,RÉSIDENTIEL,1640852511.0
Montréal,2024-01-01,RÉSIDENTIEL,1974127313.0
Montréal,2024-02-01,INDUSTRIEL,316150905.29742014
Montréal,2024-03-01,AGRICOLE,1875892.0
Montréal,2024-04-01,INSTITUTIONNEL,209112481.09999993
Montréal,2024-05-01,COMMERCIAL,771956951.5021507
Montréal,2024-05-01,INSTITUTIONNEL,198063034.7
Montréal,2024-05-01,RÉSIDENTIEL,682225857.0
Montréal,2024-07-01,AGRICOLE,2070428.0
Montréal,2024-07-01,INSTITUTIONNEL,203973881.10000002
Montréal,2024-08-01,INDUSTRIEL,312377393.0753386
Montréal,2024-08-01,INSTITUTIONNEL,203288343.20000002
Montréal,2024-08-01,RÉSIDENTIEL,684517535.0
Montréal,2024-09-01,INDUSTRIEL,279754334.1544696
Montréal,2024-11-01,RÉSIDENTIEL,1095242110.0
Montréal,2024-12-01,INSTITUTIONNEL,254474602.30000004
Montréal,2024-12-01,RÉSIDENTIEL,1878631351.0
Montérégie,2016-01-01,COMMERCIAL,387722245.40000004
Montérégie,2016-02-01,INDUSTRIEL,857404464.356234
Montérégie,2016-02-01,INSTITUTIONNEL,130675426.76106785
Montérégie,2016-05-01,AGRICOLE,31622132.0
Montérégie,2016-05-01,COMMERCIAL,295196446.2
Montérégie,2016-05-01,INSTITUTIONNEL,100282696.7031843
Montérégie,2016-05-01,RÉSIDENTIEL,649202681.0
Montérégie,2016-06-01,INSTITUTIONNEL,95133108.94382802
Montérégie,2016-06-01,RÉSIDENTIEL,594498298.0
Montérégie,2016-07-01,COMMERCIAL,310013238.7
Montérégie,2016-08-01,RÉSIDENTIEL,648499136.0
Montérégie,2016-10-01,AGRICOLE,39559826.0
Montérégie,2016-10-01,INSTITUTIONNEL,104844046.6902142
Montérégie,2016-11-01,AGRICOLE,42650201.0
Montérégie,2016-11-01,INDUSTRIEL,766086841.1799976
Montérégie,2016-11-01,RÉSIDENTIEL,913555218.0
Montérégie,2016-12-01,AGRICOLE,47390829.0
Montérégie,2016-12-01,COMMERCIAL,376048029.5
Montérégie,2016-12-01,INDUSTRIEL,720766946.7934347
Montérégie,2016-12-01,INSTITUTIONNEL,133133781.97948661
Montérégie,2017-01-01,AGRICOLE,47574430.0
Montérégie,2017-01-01,COMMERCIAL,381610818.5
Montérégie,2017-03-01,COMMERCIAL,377800127.7
Montérégie,2017-03-01,RÉSIDENTIEL,1378720234.0
Montérégie,2017-04-01,AGRICOLE,35941973.0
Montérégie,2017-04-01,INDUSTRIEL,700626192.0031013
Montérégie,2017-05-01,COMMERCIAL,296741604.5
Montérégie,2017-05-01,INSTITUTIONNEL,101452515.18580645
Montérégie,2017-06-01,INSTITUTIONNEL,95315126.24086021
Montérégie,2017-06-01,RÉSIDENTIEL,598940707.0
Montérégie,2017-07-01,AGRICOLE,34733386.0
Montérégie,2017-07-01,INDUSTRIEL,760074173.07452
Montérégie,2017-07-01,RÉSIDENTIEL,622330053.0
Montérégie,2017-08-01,INDUSTRIEL,731659533.80982
Montérégie,2017-09-01,AGRICOLE,35275308.0
Montérégie,2017-09-01,COMMERCIAL,299291012.7
Montérégie,2017-09-01,INDUSTRIEL,742713002.079861
Montérégie,2017-10-01,COMMERCIAL,294875473.5
Montérégie,2017-10-01,INSTITUTIONNEL,102462047.27574289
Montérégie,2017-11-01,AGRICOLE,49634114.0
Montérégie,2017-12-01,INSTITUTIONNEL,142878308.13462174
Montérégie,2018-01-01,INSTITUTIONNEL,150523064.11422482
Montérégie,2018-03-01,COMMERCIAL,366645290.99999994
Montérégie,2018-04-01,COMMERCIAL,331108539.1999999
Montérégie,2018-04-01,INSTITUTIONNEL,115233793.74896608
Montérégie,2018-05-01,AGRICOLE,32703732.0
Montérégie,2018-05-01,INDUSTRIEL,647272656.6237942
Montérégie,2018-05-01,INSTITUTIONNEL,101508706.79619521
Montérégie,2018-05-01,RÉSIDENTIEL,602916688.0
Montérégie,2018-06-01,AGRICOLE,32969125.0
Montérégie,2018-06-01,RÉSIDENTIEL,600053018.0
Montérégie,2018-07-01,COMMERCIAL,344967012.8
Montérégie,2018-08-01,AGRICOLE,38368977.0
Montérégie,2018-08-01,COMMERCIAL,345223600.4
Montérégie,2018-08-01,INDUSTRIEL,729334192.3951614
Montérégie,2018-08-01,INSTITUTIONNEL,105966739.56337312
Montérégie,2018-09-01,INDUSTRIEL,704511039.558894
Montérégie,2018-09-01,INSTITUTIONNEL,100774883.2399015
Montérégie,2018-09-01,RÉSIDENTIEL,582101107.0
Montérégie,2018-11-01,COMMERCIAL,367116845.9
Montérégie,2018-11-01,RÉSIDENTIEL,1168178476.0
Montérégie,2018-12-01,AGRICOLE,50771889.0
Montérégie,2018-12-01,RÉSIDENTIEL,1498106103.0
Montérégie,2019-01-01,INDUSTRIEL,758678063.9388417
Montérégie,2019-01-01,INSTITUTIONNEL,157484173.11802003
Montérégie,2019-01-01,RÉSIDENTIEL,1777096384.0
Montérégie,2019-02-01,INSTITUTIONNEL,139867000.64995563
Montérégie,2019-03-01,INSTITUTIONNEL,141794149.770734
Montérégie,2019-04-01,AGRICOLE,38669172.0
Montérégie,2019-04-01,COMMERCIAL,328098331.6
Montérégie,2019-04-01,INSTITUTIONNEL,121970676.68666667
Montérégie,2019-04-01,RÉSIDENTIEL,951542988.0
Montérégie,2019-05-01,INDUSTRIEL,754482937.0444354
Montérégie,2019-07-01,AGRICOLE,38733498.0
Montérégie,2019-07-01,INSTITUTIONNEL,107353435.39666666
Montérégie,2019-08-01,COMMERCIAL,330065577.9
Montérégie,2019-08-01,INSTITUTIONNEL,106873049.13870966
Montérégie,2019-09-01,INSTITUTIONNEL,101622637.82795699
Montérégie,2019-10-01,COMMERCIAL,315152662.50000006
Montérégie,2019-10-01,INSTITUTIONNEL,113342665.4521727
Montérégie,2019-10-01,RÉSIDENTIEL,678043688.0
Montérégie,2019-11-01,COMMERCIAL,369093323.29999995
Montérégie,2019-11-01,INDUSTRIEL,693653703.3820076
Montérégie,2019-11-01,INSTITUTIONNEL,133840982.08116063
Montérégie,2019-11-01,RÉSIDENTIEL,1177807796.0
Montérégie,2019-12-01,AGRICOLE,55767236.0
Montérégie,2019-12-01,INDUSTRIEL,754625078.0477825
Montérégie,2019-12-01,RÉSIDENTIEL,1479424181.0
Montérégie,2020-01-01,COMMERCIAL,418868682.3
Montérégie,2020-01-01,INDUSTRIEL,826447173.1129441
Montérégie,2020-02-01,COMMERCIAL,389832325.59999996
Montérégie,2020-02-01,INDUSTRIEL,789620230.5591613
Montérégie,2020-02-01,RÉSIDENTIEL,1415019449.0
Montérégie,2020-03-01,COMMERCIAL,354320152.4
Montérégie,2020-04-01,AGRICOLE,38756615.0
Montérégie,2020-05-01,COMMERCIAL,281986320.59999996
Montérégie,2020-05-01,INDUSTRIEL,628987092.7134063
Montérégie,2020-05-01,RÉSIDENTIEL,757891830.0
Montérégie,2020-06-01,COMMERCIAL,298327728.2
Montérégie,2020-07-01,RÉSIDENTIEL,748326687.0
Montérégie,2020-08-01,AGRICOLE,38252275.0
Montérégie,2020-08-01,RÉSIDENTIEL,682988670.0
Montérégie,2020-09-01,INSTITUTIONNEL,98051310.46086022
Montérégie,2020-09-01,RÉSIDENTIEL,583943658.0
Montérégie,2020-10-01,COMMERCIAL,314705356.70000005
Montérégie,2020-10-01,RÉSIDENTIEL,740344175.0
Montérégie,2020-11-01,COMMERCIAL,337305224.59999996
Montérégie,2020-11-01,RÉSIDENTIEL,970254121.0
Montérégie,2020-12-01,RÉSIDENTIEL,1406038102.0
Montérégie,2021-01-01,INDUSTRIEL,797830941.4591799
Montérégie,2021-01-01,RÉSIDENTIEL,1567233039.0
Montérégie,2021-02-01,AGRICOLE,48884586.0
Montérégie,2021-02-01,COMMERCIAL,378707687.8999999
Montérégie,2021-03-01,AGRICOLE,48818318.0
Montérégie,2021-03-01,COMMERCIAL,377836316.9
Montérégie,2021-03-01,RÉSIDENTIEL,1252020629.0
Montérégie,2021-04-01,COMMERCIAL,311897355.59999996
Montérégie,2021-05-01,AGRICOLE,35576324.0
Montérégie,2021-05-01,COMMERCIAL,314304932.20000005
