REGION_ADM_QC_TXT,ANNEE_MOIS,SECTEUR,Total (kWh)
Côte-Nord,2017-05-01,INDUSTRIEL,1186772747.4
Côte-Nord,2017-06-01,AGRICOLE,248656.0
Côte-Nord,2017-06-01,COMMERCIAL,26025392.0
Côte-Nord,2017-08-01,INSTITUTIONNEL,19338768.796774194
Côte-Nord,2017-09-01,COMMERCIAL,26159457.799999997
Côte-Nord,2017-10-01,AGRICOLE,291545.0
Côte-Nord,2017-10-01,INSTITUTIONNEL,27387441.494408604
Côte-Nord,2017-11-01,AGRICOLE,332597.0
Côte-Nord,2017-11-01,COMMERCIAL,41200094.9
Côte-Nord,2017-12-01,INDUSTRIEL,1245377235.4285715
Côte-Nord,2017-12-01,RÉSIDENTIEL,110902701.0
Côte-Nord,2018-01-01,AGRICOLE,466766.0
Côte-Nord,2018-03-01,COMMERCIAL,42889106.900000006
Côte-Nord,2018-03-01,INDUSTRIEL,1252041614.7617512
Côte-Nord,2018-03-01,INSTITUTIONNEL,39457407.55
Côte-Nord,2018-05-01,AGRICOLE,296109.0
Côte-Nord,2018-05-01,COMMERCIAL,33466985.300000004
Côte-Nord,2018-05-01,INDUSTRIEL,1244525653.5222735
Côte-Nord,2018-05-01,RÉSIDENTIEL,53095106.0
Côte-Nord,2018-06-01,AGRICOLE,264870.0
Côte-Nord,2018-07-01,INSTITUTIONNEL,18495675.493489847
Côte-Nord,2018-07-01,RÉSIDENTIEL,33292897.0
Côte-Nord,2018-08-01,AGRICOLE,255547.0
Côte-Nord,2018-08-01,INSTITUTIONNEL,18901187.85483871
Côte-Nord,2018-08-01,RÉSIDENTIEL,32236656.0
Côte-Nord,2018-09-01,AGRICOLE,257643.0
Côte-Nord,2018-09-01,RÉSIDENTIEL,38203577.0
Côte-Nord,2018-10-01,INSTITUTIONNEL,31760997.98
Côte-Nord,2018-11-01,INDUSTRIEL,1210832277.5558128
Côte-Nord,2018-12-01,AGRICOLE,422241.0
Côte-Nord,2018-12-01,INDUSTRIEL,1272204336.0845776
Côte-Nord,2019-01-01,INDUSTRIEL,1277116500.0167394
Côte-Nord,2019-01-01,INSTITUTIONNEL,49826112.422580644
Côte-Nord,2019-01-01,RÉSIDENTIEL,117554961.0
Côte-Nord,2019-02-01,AGRICOLE,425501.0
Côte-Nord,2019-02-01,INSTITUTIONNEL,44433649.46774194
Côte-Nord,2019-03-01,INSTITUTIONNEL,42821332.4
Côte-Nord,2019-04-01,COMMERCIAL,35477554.8
Côte-Nord,2019-04-01,INDUSTRIEL,1211194469.2574809
Côte-Nord,2019-05-01,AGRICOLE,299829.0
Côte-Nord,2019-05-01,INDUSTRIEL,1241834944.702427
Côte-Nord,2019-07-01,COMMERCIAL,27404841.6
Côte-Nord,2019-08-01,AGRICOLE,238564.0
Côte-Nord,2019-08-01,INSTITUTIONNEL,24585578.367741935
Côte-Nord,2019-09-01,COMMERCIAL,25220700.799999997
Côte-Nord,2019-09-01,INDUSTRIEL,1187074386.0866973
Côte-Nord,2019-10-01,AGRICOLE,275419.0
Côte-Nord,2019-10-01,RÉSIDENTIEL,54366605.0
Côte-Nord,2019-11-01,AGRICOLE,344417.0
Côte-Nord,2019-11-01,INDUSTRIEL,1248548860.1427035
Côte-Nord,2020-01-01,COMMERCIAL,50055507.3
Côte-Nord,2020-01-01,INDUSTRIEL,1304049774.4281106
Côte-Nord,2020-02-01,COMMERCIAL,44200219.8
Côte-Nord,2020-02-01,INDUSTRIEL,1237167094.1646273
Côte-Nord,2020-03-01,COMMERCIAL,43654323.3
Côte-Nord,2020-04-01,COMMERCIAL,34524172.5
Côte-Nord,2020-05-01,AGRICOLE,305657.0
Côte-Nord,2020-05-01,COMMERCIAL,29450137.900000002
Côte-Nord,2020-06-01,COMMERCIAL,23279314.4
Côte-Nord,2020-06-01,INSTITUTIONNEL,26815315.224731185
Côte-Nord,2020-07-01,AGRICOLE,258919.0
Côte-Nord,2020-07-01,INDUSTRIEL,1171596394.5386481
Côte-Nord,2020-07-01,RÉSIDENTIEL,33148750.0
Côte-Nord,2020-08-01,AGRICOLE,237812.0
Côte-Nord,2020-08-01,RÉSIDENTIEL,33653569.0
Côte-Nord,2020-09-01,AGRICOLE,245891.0
Côte-Nord,2020-09-01,COMMERCIAL,26749758.8
Côte-Nord,2020-09-01,INSTITUTIONNEL,29238196.361720428
Côte-Nord,2020-10-01,INSTITUTIONNEL,37170725.044731185
Côte-Nord,2020-11-01,COMMERCIAL,41045730.3
Côte-Nord,2021-01-01,AGRICOLE,406952.0
Côte-Nord,2021-01-01,INDUSTRIEL,1261500776.0543778
Côte-Nord,2021-01-01,INSTITUTIONNEL,51245108.052280314
Côte-Nord,2021-02-01,COMMERCIAL,42791063.9
Côte-Nord,2021-03-01,INSTITUTIONNEL,46955672.78666666
Côte-Nord,2021-04-01,COMMERCIAL,30250309.7
Côte-Nord,2021-05-01,AGRICOLE,340449.0
Côte-Nord,2021-05-01,INDUSTRIEL,1173733481.7950537
Côte-Nord,2021-06-01,AGRICOLE,277310.0
Côte-Nord,2021-06-01,INDUSTRIEL,1127716622.0849462
Côte-Nord,2021-08-01,AGRICOLE,250080.0
Côte-Nord,2021-08-01,COMMERCIAL,26114845.0
Côte-Nord,2021-08-01,INDUSTRIEL,1190621544.8299541
Côte-Nord,2021-08-01,INSTITUTIONNEL,25132653.20967742
Côte-Nord,2021-08-01,RÉSIDENTIEL,32485780.0
Côte-Nord,2021-09-01,AGRICOLE,257180.0
Côte-Nord,2021-11-01,AGRICOLE,354372.0
Côte-Nord,2021-11-01,INDUSTRIEL,1198195238.4854379
Côte-Nord,2021-12-01,AGRICOLE,491154.0
Côte-Nord,2021-12-01,INSTITUTIONNEL,50235619.78709677
Côte-Nord,2022-01-01,COMMERCIAL,55441925.7
Côte-Nord,2022-01-01,RÉSIDENTIEL,127644492.0
Côte-Nord,2022-02-01,RÉSIDENTIEL,105074722.0
Côte-Nord,2022-03-01,AGRICOLE,528076.0
Côte-Nord,2022-04-01,INSTITUTIONNEL,37629874.336666666
Côte-Nord,2022-05-01,COMMERCIAL,40141434.6
Côte-Nord,2022-06-01,AGRICOLE,299277.0
Côte-Nord,2022-07-01,AGRICOLE,285199.0
Côte-Nord,2022-07-01,RÉSIDENTIEL,34153518.0
Côte-Nord,2022-08-01,AGRICOLE,260364.0
Côte-Nord,2022-08-01,INDUSTRIEL,1222685564.2617512
Côte-Nord,2022-08-01,INSTITUTIONNEL,24036875.05483871
Côte-Nord,2022-09-01,AGRICOLE,276999.0
Côte-Nord,2022-10-01,AGRICOLE,311976.0
Côte-Nord,2022-10-01,INDUSTRIEL,1252664535.3003073
Côte-Nord,2022-11-01,INDUSTRIEL,1229019732.3920736
Côte-Nord,2022-11-01,INSTITUTIONNEL,38452417.896774195
Côte-Nord,2022-11-01,RÉSIDENTIEL,77016603.0
Côte-Nord,2022-12-01,COMMERCIAL,55548079.699999996
Côte-Nord,2023-01-01,COMMERCIAL,61744764.1
Côte-Nord,2023-01-01,INSTITUTIONNEL,48761114.53337041
Côte-Nord,2023-01-01,RÉSIDENTIEL,108516941.0
Côte-Nord,2023-02-01,COMMERCIAL,56929784.400000006
Côte-Nord,2023-02-01,RÉSIDENTIEL,105793461.0
Côte-Nord,2023-03-01,COMMERCIAL,53931943.800000004
Côte-Nord,2023-03-01,INDUSTRIEL,1273039688.8120494
Côte-Nord,2023-03-01,RÉSIDENTIEL,84769826.0
Côte-Nord,2023-04-01,AGRICOLE,365715.0
Côte-Nord,2023-04-01,COMMERCIAL,46953604.699999996
Côte-Nord,2023-04-01,INSTITUTIONNEL,34174351.19
Côte-Nord,2023-04-01,RÉSIDENTIEL,68067895.0
Côte-Nord,2023-05-01,COMMERCIAL,40534889.2
Côte-Nord,2023-06-01,AGRICOLE,289164.0
Côte-Nord,2023-07-01,COMMERCIAL,34175598.6
Côte-Nord,2023-08-01,INDUSTRIEL,1228507993.3347926
Côte-Nord,2023-08-01,INSTITUTIONNEL,26721950.16129032
Côte-Nord,2023-09-01,INDUSTRIEL,1198518654.436037
Côte-Nord,2023-10-01,COMMERCIAL,42046554.5
Côte-Nord,2023-10-01,INSTITUTIONNEL,36160051.56397849
Côte-Nord,2023-10-01,RÉSIDENTIEL,48139015.0
Côte-Nord,2023-12-01,INDUSTRIEL,1287519513.9714284
Côte-Nord,2024-01-01,AGRICOLE,520129.0
Côte-Nord,2024-02-01,AGRICOLE,468275.0
Côte-Nord,2024-02-01,COMMERCIAL,57532165.0
Côte-Nord,2024-02-01,INSTITUTIONNEL,53807672.833333336
Côte-Nord,2024-02-01,RÉSIDENTIEL,96077623.0
Côte-Nord,2024-03-01,COMMERCIAL,55146191.8
Côte-Nord,2024-04-01,AGRICOLE,390385.0
Côte-Nord,2024-04-01,INDUSTRIEL,1210407199.4459138
Côte-Nord,2024-05-01,COMMERCIAL,41301958.8
Côte-Nord,2024-06-01,AGRICOLE,278901.0
Côte-Nord,2024-06-01,INDUSTRIEL,1181789421.7948158
Côte-Nord,2024-06-01,INSTITUTIONNEL,31441112.05053763
Côte-Nord,2024-06-01,RÉSIDENTIEL,36290535.0
Côte-Nord,2024-09-01,INSTITUTIONNEL,32851515.301290322
Côte-Nord,2024-09-01,RÉSIDENTIEL,35097205.0
Côte-Nord,2024-10-01,AGRICOLE,303131.0
Côte-Nord,2024-11-01,AGRICOLE,356256.0
Côte-Nord,2024-11-01,INDUSTRIEL,1229214491.969977
Côte-Nord,2024-11-01,INSTITUTIONNEL,45440351.661290325
Côte-Nord,2024-12-01,INSTITUTIONNEL,56571880.922580644
Estrie,2016-02-01,AGRICOLE,
Estrie,2016-03-01,COMMERCIAL,
Estrie,2016-04-01,AGRICOLE,
Estrie,2016-05-01,COMMERCIAL,
Estrie,2016-06-01,AGRICOLE,
Estrie,2016-06-01,INDUSTRIEL,
Estrie,2016-06-01,RÉSIDENTIEL,
Estrie,2016-07-01,INDUSTRIEL,
Estrie,2016-07-01,INSTITUTIONNEL,
Estrie,2016-08-01,COMMERCIAL,
Estrie,2016-08-01,INDUSTRIEL,
Estrie,2016-08-01,RÉSIDENTIEL,
Estrie,2016-10-01,COMMERCIAL,
Estrie,2016-10-01,INSTITUTIONNEL,
Estrie,2016-11-01,INSTITUTIONNEL,
Estrie,2016-11-01,RÉSIDENTIEL,
Estrie,2016-12-01,INDUSTRIEL,
Estrie,2016-12-01,INSTITUTIONNEL,
Estrie,2016-12-01,RÉSIDENTIEL,
Estrie,2017-02-01,AGRICOLE,
Estrie,2017-02-01,COMMERCIAL,
Estrie,2017-02-01,RÉSIDENTIEL,
Estrie,2017-03-01,INDUSTRIEL,
Estrie,2017-03-01,RÉSIDENTIEL,
Estrie,2017-04-01,INDUSTRIEL,
Estrie,2017-05-01,INDUSTRIEL,
Estrie,2017-06-01,AGRICOLE,
Estrie,2017-06-01,COMMERCIAL,
Estrie,2017-06-01,INSTITUTIONNEL,
Estrie,2017-06-01,RÉSIDENTIEL,
Estrie,2017-07-01,COMMERCIAL,
Estrie,2017-09-01,COMMERCIAL,
Estrie,2017-10-01,AGRICOLE,
Estrie,2017-10-01,INDUSTRIEL,
Estrie,2017-11-01,INDUSTRIEL,
Estrie,2017-11-01,RÉSIDENTIEL,
Estrie,2017-12-01,AGRICOLE,
Estrie,2017-12-01,COMMERCIAL,
Estrie,2017-12-01,RÉSIDENTIEL,
Estrie,2018-01-01,AGRICOLE,
Estrie,2018-01-01,COMMERCIAL,
Estrie,2018-01-01,INDUSTRIEL,
Estrie,2018-02-01,INDUSTRIEL,
Estrie,2018-02-01,INSTITUTIONNEL,
Estrie,2018-03-01,AGRICOLE,
Estrie,2018-04-01,INSTITUTIONNEL,
Estrie,2018-05-01,COMMERCIAL,
Estrie,2018-06-01,INDUSTRIEL,
Estrie,2018-06-01,INSTITUTIONNEL,
Estrie,2018-07-01,COMMERCIAL,
Estrie,2018-07-01,INDUSTRIEL,
Estrie,2018-07-01,RÉSIDENTIEL,
Estrie,2018-08-01,AGRICOLE,
Estrie,2018-08-01,COMMERCIAL,
Estrie,2018-08-01,INDUSTRIEL,
Estrie,2018-08-01,RÉSIDENTIEL,
Estrie,2018-09-01,AGRICOLE,
Estrie,2018-09-01,RÉSIDENTIEL,
Estrie,2018-11-01,INSTITUTIONNEL,
Estrie,2019-01-01,AGRICOLE,
Estrie,2019-02-01,AGRICOLE,
Estrie,2019-02-01,INDUSTRIEL,
Estrie,2019-02-01,RÉSIDENTIEL,
Estrie,2019-03-01,COMMERCIAL,
Estrie,2019-03-01,INDUSTRIEL,
Estrie,2019-03-01,RÉSIDENTIEL,
Estrie,2019-05-01,INSTITUTIONNEL,
Estrie,2019-06-01,COMMERCIAL,
Estrie,2019-06-01,INDUSTRIEL,
Estrie,2019-06-01,INSTITUTIONNEL,
Estrie,2019-07-01,AGRICOLE,
Estrie,2019-07-01,COMMERCIAL,
Estrie,2019-08-01,COMMERCIAL,
Estrie,2019-09-01,AGRICOLE,
Estrie,2019-09-01,INDUSTRIEL,
Estrie,2019-10-01,INDUSTRIEL,
Estrie,2019-10-01,RÉSIDENTIEL,
Estrie,2019-11-01,RÉSIDENTIEL,
Estrie,2020-01-01,COMMERCIAL,
Estrie,2020-01-01,INSTITUTIONNEL,
Estrie,2020-01-01,RÉSIDENTIEL,
Estrie,2020-02-01,AGRICOLE,
Estrie,2020-02-01,COMMERCIAL,
Estrie,2020-02-01,INDUSTRIEL,
Estrie,2020-02-01,INSTITUTIONNEL,
Estrie,2020-02-01,RÉSIDENTIEL,
Estrie,2020-03-01,COMMERCIAL,
Estrie,2020-03-01,INSTITUTIONNEL,
Estrie,2020-06-01,INDUSTRIEL,
Estrie,2020-06-01,RÉSIDENTIEL,
Estrie,2020-07-01,INSTITUTIONNEL,
Estrie,2020-08-01,AGRICOLE,
Estrie,2020-10-01,COMMERCIAL,
Estrie,2020-10-01,INDUSTRIEL,
Estrie,2020-11-01,COMMERCIAL,
Estrie,2020-11-01,RÉSIDENTIEL,
Estrie,2021-03-01,COMMERCIAL,
Estrie,2021-03-01,INSTITUTIONNEL,
Estrie,2021-04-01,AGRICOLE,
Estrie,2021-04-01,INDUSTRIEL,
Estrie,2021-04-01,INSTITUTIONNEL,
Estrie,2021-04-01,RÉSIDENTIEL,
Estrie,2021-05-01,RÉSIDENTIEL,
Estrie,2021-06-01,COMMERCIAL,
Estrie,2021-06-01,INDUSTRIEL,
Estrie,2021-06-01,INSTITUTIONNEL,
Estrie,2021-07-01,INSTITUTIONNEL,
Estrie,2021-08-01,RÉSIDENTIEL,
Estrie,2021-09-01,AGRICOLE,
Estrie,2021-09-01,COMMERCIAL,
Estrie,2021-10-01,AGRICOLE,
Estrie,2021-10-01,RÉSIDENTIEL,
Estrie,2021-11-01,INSTITUTIONNEL,
Estrie,2022-01-01,AGRICOLE,
Estrie,2022-01-01,COMMERCIAL,
Estrie,2022-02-01,COMMERCIAL,
Estrie,2022-02-01,INSTITUTIONNEL,
Estrie,2022-03-01,COMMERCIAL,
Estrie,2022-03-01,INDUSTRIEL,
Estrie,2022-03-01,RÉSIDENTIEL,
Estrie,2022-04-01,RÉSIDENTIEL,
Estrie,2022-05-01,COMMERCIAL,
Estrie,2022-05-01,INSTITUTIONNEL,
Estrie,2022-05-01,RÉSIDENTIEL,
Estrie,2022-07-01,AGRICOLE,
Estrie,2022-07-01,COMMERCIAL,
Estrie,2022-07-01,INDUSTRIEL,
Estrie,2022-07-01,RÉSIDENTIEL,
Estrie,2022-08-01,COMMERCIAL,
Estrie,2022-08-01,RÉSIDENTIEL,
Estrie,2022-10-01,INDUSTRIEL,
Estrie,2022-10-01,INSTITUTIONNEL,
Estrie,2022-10-01,RÉSIDENTIEL,
Estrie,2022-11-01,COMMERCIAL,
Estrie,2022-11-01,INDUSTRIEL,
Estrie,2022-11-01,RÉSIDENTIEL,
Estrie,2022-12-01,INDUSTRIEL,
Estrie,2023-01-01,AGRICOLE,
Estrie,2023-02-01,INDUSTRIEL,
Estrie,2023-03-01,AGRICOLE,
Estrie,2023-03-01,COMMERCIAL,
Estrie,2023-03-01,INSTITUTIONNEL,
Estrie,2023-04-01,COMMERCIAL,
Estrie,2023-04-01,RÉSIDENTIEL,
Estrie,2023-05-01,RÉSIDENTIEL,
Estrie,2023-06-01,COMMERCIAL,
Estrie,2023-06-01,INSTITUTIONNEL,
Estrie,2023-07-01,COMMERCIAL,
Estrie,2023-07-01,INDUSTRIEL,
Estrie,2023-07-01,INSTITUTIONNEL,
Estrie,2023-07-01,RÉSIDENTIEL,
Estrie,2023-08-01,INDUSTRIEL,
Estrie,2023-08-01,INSTITUTIONNEL,
Estrie,2023-08-01,RÉSIDENTIEL,
Estrie,2023-09-01,COMMERCIAL,
Estrie,2023-09-01,RÉSIDENTIEL,
Estrie,2023-11-01,COMMERCIAL,
Estrie,2023-11-01,INDUSTRIEL,
Estrie,2023-11-01,INSTITUTIONNEL,
Estrie,2023-11-01,RÉSIDENTIEL,
Estrie,2023-12-01,INSTITUTIONNEL,
Estrie,2023-12-01,RÉSIDENTIEL,
Estrie,2024-02-01,AGRICOLE,
Estrie,2024-02-01,INDUSTRIEL,
Estrie,2024-02-01,INSTITUTIONNEL,
Estrie,2024-03-01,COMMERCIAL,
Estrie,2024-05-01,COMMERCIAL,
Estrie,2024-05-01,INSTITUTIONNEL,
Estrie,2024-05-01,RÉSIDENTIEL,
Estrie,2024-06-01,RÉSIDENTIEL,
Estrie,2024-08-01,COMMERCIAL,
Estrie,2024-09-01,AGRICOLE,
Estrie,2024-09-01,COMMERCIAL,
Estrie,2024-09-01,INDUSTRIEL,
Estrie,2024-10-01,AGRICOLE,
Estrie,2024-10-01,COMMERCIAL,
Estrie,2024-10-01,INDUSTRIEL,
Estrie,2024-10-01,INSTITUTIONNEL,
Estrie,2024-11-01,COMMERCIAL,
Estrie,2024-11-01,INSTITUTIONNEL,
Estrie,2024-12-01,AGRICOLE,
Estrie,2024-12-01,INDUSTRIEL,
Gaspésie--Îles-de-la-Madeleine,2016-01-01,AGRICOLE,1142783.0
Gaspésie--Îles-de-la-Madeleine,2016-01-01,RÉSIDENTIEL,111722034.0
Gaspésie--Îles-de-la-Madeleine,2016-02-01,COMMERCIAL,33463158.0
Gaspésie--Îles-de-la-Madeleine,2016-03-01,INDUSTRIEL,7686881.0
Gaspésie--Îles-de-la-Madeleine,2016-03-01,RÉSIDENTIEL,90665326.0
Gaspésie--Îles-de-la-Madeleine,2016-04-01,AGRICOLE,1102722.0
Gaspésie--Îles-de-la-Madeleine,2016-04-01,INDUSTRIEL,8312352.0
Gaspésie--Îles-de-la-Madeleine,2016-05-01,AGRICOLE,888934.0
Gaspésie--Îles-de-la-Madeleine,2016-07-01,COMMERCIAL,24094403.0
Gaspésie--Îles-de-la-Madeleine,2016-07-01,INDUSTRIEL,7752322.0
Gaspésie--Îles-de-la-Madeleine,2016-08-01,AGRICOLE,747313.0
Gaspésie--Îles-de-la-Madeleine,2016-09-01,COMMERCIAL,22934664.0
Gaspésie--Îles-de-la-Madeleine,2016-09-01,INDUSTRIEL,9079245.0
Gaspésie--Îles-de-la-Madeleine,2016-09-01,INSTITUTIONNEL,7791885.0
Gaspésie--Îles-de-la-Madeleine,2016-09-01,RÉSIDENTIEL,38208972.0
Gaspésie--Îles-de-la-Madeleine,2016-10-01,COMMERCIAL,24401710.0
Gaspésie--Îles-de-la-Madeleine,2016-10-01,INDUSTRIEL,7982581.100000001
Gaspésie--Îles-de-la-Madeleine,2016-10-01,INSTITUTIONNEL,9746269.0
Gaspésie--Îles-de-la-Madeleine,2016-11-01,AGRICOLE,889924.0
Gaspésie--Îles-de-la-Madeleine,2016-11-01,INSTITUTIONNEL,11490404.0
Gaspésie--Îles-de-la-Madeleine,2017-03-01,COMMERCIAL,34739072.0
Gaspésie--Îles-de-la-Madeleine,2017-04-01,INDUSTRIEL,10840646.0
Gaspésie--Îles-de-la-Madeleine,2017-06-01,COMMERCIAL,23243873.0
Gaspésie--Îles-de-la-Madeleine,2017-06-01,INDUSTRIEL,15308793.799999999
Gaspésie--Îles-de-la-Madeleine,2017-06-01,RÉSIDENTIEL,41490420.0
Gaspésie--Îles-de-la-Madeleine,2017-07-01,COMMERCIAL,23438682.0
Gaspésie--Îles-de-la-Madeleine,2017-07-01,INDUSTRIEL,17213254.700000003
Gaspésie--Îles-de-la-Madeleine,2017-08-01,INSTITUTIONNEL,6761094.0
Gaspésie--Îles-de-la-Madeleine,2017-09-01,AGRICOLE,746069.0
Gaspésie--Îles-de-la-Madeleine,2017-09-01,INSTITUTIONNEL,7428009.0
Gaspésie--Îles-de-la-Madeleine,2017-09-01,RÉSIDENTIEL,37988170.0
Gaspésie--Îles-de-la-Madeleine,2017-10-01,AGRICOLE,793008.0
Gaspésie--Îles-de-la-Madeleine,2017-10-01,INDUSTRIEL,15385807.2
Gaspésie--Îles-de-la-Madeleine,2017-10-01,INSTITUTIONNEL,9161176.0
Gaspésie--Îles-de-la-Madeleine,2017-10-01,RÉSIDENTIEL,49379721.0
Gaspésie--Îles-de-la-Madeleine,2017-11-01,RÉSIDENTIEL,76711877.0
Gaspésie--Îles-de-la-Madeleine,2018-01-01,COMMERCIAL,37561879.0
Gaspésie--Îles-de-la-Madeleine,2018-01-01,RÉSIDENTIEL,113218693.0
Gaspésie--Îles-de-la-Madeleine,2018-02-01,AGRICOLE,1089409.0
Gaspésie--Îles-de-la-Madeleine,2018-02-01,INSTITUTIONNEL,13623646.0
Gaspésie--Îles-de-la-Madeleine,2018-03-01,AGRICOLE,1156540.0
Gaspésie--Îles-de-la-Madeleine,2018-03-01,COMMERCIAL,31306511.0
Gaspésie--Îles-de-la-Madeleine,2018-05-01,RÉSIDENTIEL,57077518.0
Gaspésie--Îles-de-la-Madeleine,2018-06-01,AGRICOLE,712129.0
Gaspésie--Îles-de-la-Madeleine,2018-07-01,AGRICOLE,727454.0
Gaspésie--Îles-de-la-Madeleine,2018-07-01,INSTITUTIONNEL,6466606.0
Gaspésie--Îles-de-la-Madeleine,2018-08-01,INSTITUTIONNEL,6672486.0
Gaspésie--Îles-de-la-Madeleine,2018-09-01,AGRICOLE,749083.0
Gaspésie--Îles-de-la-Madeleine,2018-09-01,INDUSTRIEL,21235515.200000003
Gaspésie--Îles-de-la-Madeleine,2018-09-01,INSTITUTIONNEL,7574135.0
Gaspésie--Îles-de-la-Madeleine,2018-10-01,RÉSIDENTIEL,64566211.0
Gaspésie--Îles-de-la-Madeleine,2018-11-01,COMMERCIAL,29718344.0
Gaspésie--Îles-de-la-Madeleine,2018-11-01,RÉSIDENTIEL,83902273.0
Gaspésie--Îles-de-la-Madeleine,2018-12-01,AGRICOLE,1192226.0
Gaspésie--Îles-de-la-Madeleine,2018-12-01,INDUSTRIEL,19705436.200000003
Gaspésie--Îles-de-la-Madeleine,2019-01-01,COMMERCIAL,37167894.0
Gaspésie--Îles-de-la-Madeleine,2019-02-01,RÉSIDENTIEL,103853684.0
Gaspésie--Îles-de-la-Madeleine,2019-04-01,RÉSIDENTIEL,78819299.0
Gaspésie--Îles-de-la-Madeleine,2019-05-01,AGRICOLE,913989.0
Gaspésie--Îles-de-la-Madeleine,2019-06-01,INSTITUTIONNEL,7253383.0
Gaspésie--Îles-de-la-Madeleine,2019-07-01,RÉSIDENTIEL,40388166.0
Gaspésie--Îles-de-la-Madeleine,2019-08-01,INSTITUTIONNEL,6597553.0
Gaspésie--Îles-de-la-Madeleine,2019-09-01,COMMERCIAL,21902575.0
Gaspésie--Îles-de-la-Madeleine,2019-09-01,INDUSTRIEL,27056404.5
Gaspésie--Îles-de-la-Madeleine,2019-09-01,INSTITUTIONNEL,7831937.0
Gaspésie--Îles-de-la-Madeleine,2019-09-01,RÉSIDENTIEL,42706147.0
Gaspésie--Îles-de-la-Madeleine,2019-10-01,INSTITUTIONNEL,9999235.0
Gaspésie--Îles-de-la-Madeleine,2019-10-01,RÉSIDENTIEL,56180704.0
Gaspésie--Îles-de-la-Madeleine,2019-11-01,INSTITUTIONNEL,12407930.0
Gaspésie--Îles-de-la-Madeleine,2019-11-01,RÉSIDENTIEL,81684681.0
Gaspésie--Îles-de-la-Madeleine,2019-12-01,COMMERCIAL,34599725.0
Gaspésie--Îles-de-la-Madeleine,2019-12-01,INSTITUTIONNEL,14296185.0
Gaspésie--Îles-de-la-Madeleine,2020-01-01,COMMERCIAL,36574232.0
Gaspésie--Îles-de-la-Madeleine,2020-01-01,INDUSTRIEL,26561773.7
Gaspésie--Îles-de-la-Madeleine,2020-02-01,INSTITUTIONNEL,13667437.0
Gaspésie--Îles-de-la-Madeleine,2020-04-01,AGRICOLE,1115100.0
Gaspésie--Îles-de-la-Madeleine,2020-04-01,INSTITUTIONNEL,9703906.0
Gaspésie--Îles-de-la-Madeleine,2020-07-01,RÉSIDENTIEL,40702421.0
Gaspésie--Îles-de-la-Madeleine,2020-08-01,RÉSIDENTIEL,40615070.0
Gaspésie--Îles-de-la-Madeleine,2020-09-01,COMMERCIAL,21960722.0
Gaspésie--Îles-de-la-Madeleine,2020-09-01,INDUSTRIEL,28835217.3
Gaspésie--Îles-de-la-Madeleine,2020-09-01,INSTITUTIONNEL,7422415.0
Gaspésie--Îles-de-la-Madeleine,2020-09-01,RÉSIDENTIEL,42516460.0
Gaspésie--Îles-de-la-Madeleine,2020-10-01,INDUSTRIEL,29547021.7
Gaspésie--Îles-de-la-Madeleine,2020-11-01,COMMERCIAL,28648138.0
Gaspésie--Îles-de-la-Madeleine,2020-11-01,INDUSTRIEL,28127853.700000003
Gaspésie--Îles-de-la-Madeleine,2020-11-01,INSTITUTIONNEL,11650897.0
Gaspésie--Îles-de-la-Madeleine,2020-11-01,RÉSIDENTIEL,77815971.0
Gaspésie--Îles-de-la-Madeleine,2020-12-01,INDUSTRIEL,29514912.9
Gaspésie--Îles-de-la-Madeleine,2020-12-01,INSTITUTIONNEL,13563802.0
Gaspésie--Îles-de-la-Madeleine,2021-01-01,INSTITUTIONNEL,13892428.0
Gaspésie--Îles-de-la-Madeleine,2021-02-01,AGRICOLE,1025068.0
Gaspésie--Îles-de-la-Madeleine,2021-02-01,INDUSTRIEL,18264135.6
Gaspésie--Îles-de-la-Madeleine,2021-03-01,COMMERCIAL,32527194.0
Gaspésie--Îles-de-la-Madeleine,2021-03-01,INSTITUTIONNEL,13382658.0
Gaspésie--Îles-de-la-Madeleine,2021-04-01,INSTITUTIONNEL,10691021.0
Gaspésie--Îles-de-la-Madeleine,2021-04-01,RÉSIDENTIEL,72509908.0
Gaspésie--Îles-de-la-Madeleine,2021-06-01,AGRICOLE,646116.0
Gaspésie--Îles-de-la-Madeleine,2021-06-01,RÉSIDENTIEL,41738733.0
Gaspésie--Îles-de-la-Madeleine,2021-07-01,AGRICOLE,681092.0
Gaspésie--Îles-de-la-Madeleine,2021-07-01,INDUSTRIEL,25483423.099999998
Gaspésie--Îles-de-la-Madeleine,2021-07-01,INSTITUTIONNEL,7276792.0
Gaspésie--Îles-de-la-Madeleine,2021-08-01,INSTITUTIONNEL,7500800.0
Gaspésie--Îles-de-la-Madeleine,2021-09-01,COMMERCIAL,21189146.0
Gaspésie--Îles-de-la-Madeleine,2021-11-01,INSTITUTIONNEL,12613013.0
Gaspésie--Îles-de-la-Madeleine,2021-12-01,AGRICOLE,1128346.0
Gaspésie--Îles-de-la-Madeleine,2021-12-01,COMMERCIAL,34312810.0
Gaspésie--Îles-de-la-Madeleine,2021-12-01,INDUSTRIEL,30488199.7
Gaspésie--Îles-de-la-Madeleine,2021-12-01,INSTITUTIONNEL,15327520.0
Gaspésie--Îles-de-la-Madeleine,2021-12-01,RÉSIDENTIEL,105637021.0
Gaspésie--Îles-de-la-Madeleine,2022-01-01,AGRICOLE,1330707.0
